序号,标题/微博内容,情感分析1,情感分析2,原文/评论链接,来源网站,日期,媒体类型,原文作者,信息属性,摘要,信源地域,精准地域,信源级别,行业标签,相似文章数,原创/转发,账号类型,涉及词,评论作者,转发数,评论数,点赞数,粉丝数,阅读数,主页链接,收藏数,
1238,就上海这个疫情每日新增的状态，我好担心我3月底那已经请好的一周假无处可去. ​​,恐惧,恐惧,http://weibo.com/5527482701/Lic9OELPQ,新浪微博,2022/3/4 18:35,微博-微博个人号,朝财呐福,敏感,就上海这个疫情每日新增的状态，我好担心我3月底那已经请好的一周假无处可去. ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,75,0,无,0,
2588,莫，上海疫情严重了？下周不会直接上网课吧[并不简单] ​​,惊讶,惊讶,http://weibo.com/7517951062/Li4t65ubo,新浪微博,2022/3/3 23:01,微博-微博个人号,炙爱倒计时_,敏感,莫，上海疫情严重了？下周不会直接上网课吧[并不简单] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,14,0,无,0,
,#苏州放宽上海旅居人员隔离政策##东兴疫情# ​​,中性,中性,http://weibo.com/7314002566/Lyns6ihgJ,新浪微博,2022/6/19 4:45,微博-微博个人号,星星之火01001,非敏感,#苏州放宽上海旅居人员隔离政策##东兴疫情# ​​,浙江,"上海市,江苏省,苏州市",未定义,"政务,公安",1,原创,普通,,无,0,0,0,0,0,无,0,
1844,一分钟早知道,中性,中性,https://weibo.com/ttarticle/p/show?id=2309404760388603609341,微博头条,2022/4/20 17:55,微博-微博媒体号,浙江之声,非敏感, 《今日头条》：浙江连续出台多项政策，保障物流畅通，促进产业链供应链稳定。 杭州仍有6起疫情来源还在溯源，拱墅区明天起全区停课4天。 杭州亚组委宣布将打造首届“碳中和亚运会、亚残运会”。 国内外新闻： 民航局发布“3•21”东,浙江,"浙江省,杭州市,拱墅区",省级,其他,2,原创,无,,无,0,0,0,0,0,无,0,
4459,我不是太理解为什么要把疫情怪到上海，上海人头上，这其中包括我妈。 ​​,惊讶,惊讶,http://weibo.com/1427607083/LoA5K7uS8,新浪微博,2022/4/15 18:33,微博-微博个人号,SteamAutoclave,敏感,我不是太理解为什么要把疫情怪到上海，上海人头上，这其中包括我妈。 ​​,江苏,上海市,未定义,其他,1,原创,普通,,无,0,0,0,2987,0,无,0,
4962,-从上海疫情中你学到了什么？-不要有期待，会变得不幸[拜拜] ​​,厌恶,厌恶,http://weibo.com/6134231568/LxhgbiofL,新浪微博,2022/6/11 23:09,微博-微博个人号,Expelliarmus-_,非敏感,-从上海疫情中你学到了什么？-不要有期待，会变得不幸[拜拜] ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,118,0,无,0,
1288,上证早知道20220405星期三,中性,中性,https://weibo.com/ttarticle/p/show?id=2309404755026219499594,微博头条,2022/4/5 22:47,微博-微博个人号,疯牛资讯,非敏感, 股票开户佣金万1.01开户、基金万0.5、两融最低利息5.5%。详情咨询微信/手机：18752955755 QQ：1016769100 【今日导读】 多地楼市迎来需求端政策放松 机构看好行业机会 中医药治疗新冠效果显著 全产业链发展迎来机遇 ,北京,"上海市,广东省,东莞市",未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
3418,#上海市疫情近几日呈下降趋势#难怪日本人喜欢上海，原来上海深得日本人真传，没检测就是没有呢 ​​,厌恶,厌恶,http://weibo.com/3791762315/Lpjg1gkMf,新浪微博,2022/4/20 13:32,微博-微博个人号,倪布甜,非敏感,#上海市疫情近几日呈下降趋势#难怪日本人喜欢上海，原来上海深得日本人真传，没检测就是没有呢 ​​,福建,上海市,未定义,其他,1,原创,普通,,无,0,0,0,1901,0,无,0,
1622,3月25日下单的京东新良自营店的面粉，要出上海仓了！#上海疫情# ​​,期待,期待,http://weibo.com/1161919112/LtQ4zii5z,新浪微博,2022/5/20 8:25,微博-微博个人号,春季no歌,非敏感,3月25日下单的京东新良自营店的面粉，要出上海仓了！#上海疫情# ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,829,0,无,0,
3466,上海这个疫情再他妈的不好 我就去跳楼了 博点眼球让大家看看正常新闻,厌恶,厌恶,http://weibo.com/6308254901/LuwgyuMiJ,新浪微博,2022/5/24 19:50,微博-微博个人号,快点毁灭吧谢谢,敏感,上海这个疫情再他妈的不好 我就去跳楼了 博点眼球让大家看看正常新闻,北京,上海市,未定义,政务,1,原创,普通,,无,0,0,0,0,0,无,0,
4727,#云南8945.17吨物资驰援上海#瑞丽现在疫情好了吗？恢复正常生活了吗？ ​​,期待,期待,http://weibo.com/1642125004/LqGjGAZQs,新浪微博,2022/4/29 14:04,微博-微博橙V号,资深四次元腐女,非敏感,#云南8945.17吨物资驰援上海#瑞丽现在疫情好了吗？恢复正常生活了吗？ ​​,广东,"上海市,云南省",中小,其他,1,原创,橙V,,无,0,0,0,23793,0,无,0,
4277,#上海回应疫情是否会大规模反弹#v ​​,中性,中性,http://weibo.com/7633356807/Lw7A75UXR,新浪微博,2022/6/4 8:41,微博-微博个人号,用户7633356807,敏感,#上海回应疫情是否会大规模反弹#v ​​,广东,上海市,未定义,政务,1,原创,普通,,无,0,0,0,0,0,无,0,
916,上海疫情这么严重也不耽误税务局查税！邓伦说他将“一如既往地积极努力工作”！拭目以待！[思考] ​​,厌恶,厌恶,http://weibo.com/5991790017/LjRh8rGQz,新浪微博,2022/3/15 17:06,微博-微博个人号,学海书香,非敏感,上海疫情这么严重也不耽误税务局查税！邓伦说他将“一如既往地积极努力工作”！拭目以待！[思考] ​​,北京,上海市,未定义,娱乐,1,原创,普通,,无,0,0,0,46,0,无,0,
4651,#北京今日出现突发疫情# 也是，上海快结束了，那是该轮到北京上场了 ​​,厌恶,厌恶,http://weibo.com/6098206618/LvqWowN2t,新浪微博,2022/5/30 20:07,微博-微博个人号,南游子2002,敏感,#北京今日出现突发疫情# 也是，上海快结束了，那是该轮到北京上场了 ​​,海外,"北京市,上海市",未定义,其他,1,原创,普通,,无,0,0,0,7,0,无,0,
4613,#上海疫情#  甚至话题里面说的护士的事情我都没有看到，控制舆论已经控制的这么厉害了吗 ​​,惊讶,惊讶,http://weibo.com/6094244663/LllJyyMlc,新浪微博,2022/3/25 12:29,微博-微博个人号,Sssssssssan-,敏感,#上海疫情# 甚至话题里面说的护士的事情我都没有看到，控制舆论已经控制的这么厉害了吗 ​​,陕西,上海市,未定义,政务,1,原创,普通,,无,0,0,0,55,0,无,0,
2460,#上海疫情#  三林这个星期也不发物资了，不知道还有没有@上海发布 @浦东发布 ​​,厌恶,厌恶,http://weibo.com/7505832624/LuBgBFuWW,新浪微博,2022/5/25 8:34,微博-微博个人号,那毅射的枫情,敏感,#上海疫情# 三林这个星期也不发物资了，不知道还有没有@上海发布 @浦东发布 ​​,上海,"上海市,浦东新区",未定义,政务,1,原创,普通,,无,0,0,0,1,0,无,0,
4366,#上海对因疫情致基本生活困难群众加强救助# 以后谁再说上海不排外我跟谁急� ​​,厌恶,厌恶,http://weibo.com/5238067929/LoA8Y73Td,新浪微博,2022/4/15 18:41,微博-微博个人号,違緣業障盡除福慧財喜並臻,非敏感,#上海对因疫情致基本生活困难群众加强救助# 以后谁再说上海不排外我跟谁急� ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,133,0,无,0,
1935,疫情下的浦东金杨,中性,中性,https://weibo.com/ttarticle/p/show?id=2309404749063399800927,微博头条,2022/3/20 11:53,微博-微博个人号,楠子的悠闲时刻,敏感, 从疫情开始就没做过核酸。周围一条路之隔的商品房小区全封了。拆迁房小区却没啥动静。 3月16日问居委为什么我们小区有封楼的，其他小区有做核酸我们没有。居委答“不知道！说对面小区做核酸的时候我们可以去做。”问居委为什么对面做核酸，我们可以做，为什么不通知。居委说“不知道！” 金杨街道,北京,"上海市,浦东新区",未定义,政务,1,原创,无,,无,0,0,0,0,0,无,0,
4199,#上海新增194例本土确诊1487例本土无症状#每天期待上海疫情早日结束�� ​​,期待,期待,http://weibo.com/2690236281/LsWv4CA88,新浪微博,2022/5/14 10:57,微博-微博个人号,乌龙桃子气泡水,敏感,#上海新增194例本土确诊1487例本土无症状#每天期待上海疫情早日结束�� ​​,北京,上海市,未定义,其他,2,原创,普通,,无,0,0,0,19,0,无,0,
4162,#上海新增本土无症状366例#别吹精准防疫了，看看吧，上海造成多少城市疫情扩散了，笑死人。 ​​,厌恶,厌恶,http://weibo.com/6729339314/LkrJo4oQo,新浪微博,2022/3/19 13:55,微博-微博个人号,用户6729339314,敏感,#上海新增本土无症状366例#别吹精准防疫了，看看吧，上海造成多少城市疫情扩散了，笑死人。 ​​,河南,上海市,未定义,其他,1,原创,普通,,无,0,0,0,1,0,无,0,
4942,好气！看了一个多小时的衣服好不容易看中一套，结果上海疫情防控发不出货，发货时间待定，我…… ​​,愤怒,愤怒,http://weibo.com/2652424561/LsSyAbYkS,新浪微博,2022/5/14 0:55,微博-微博个人号,FIA-Daily,敏感,好气！看了一个多小时的衣服好不容易看中一套，结果上海疫情防控发不出货，发货时间待定，我…… ​​,湖南,上海市,未定义,政务,1,原创,达人,,无,0,0,0,382,0,无,0,
4951,上海疫情啥时候结束啊[泪] ​​,悲伤,悲伤,http://weibo.com/3101793361/LkqeFvQTJ,新浪微博,2022/3/19 10:06,微博-微博个人号,with_tsj,敏感,上海疫情啥时候结束啊[泪] ​​,上海,上海市,未定义,政务,3,原创,普通,,无,0,0,0,442,0,无,0,
1395,就…很奇怪…为什么上海疫情这么严重 居然没有高风险地区 上海 ​​,惊讶,惊讶,http://weibo.com/6424819276/LplCEFujX,新浪微博,2022/4/20 19:33,微博-微博个人号,阿呆和阿地瓜,敏感,就…很奇怪…为什么上海疫情这么严重 居然没有高风险地区 上海 ​​,上海,上海市,未定义,其他,5,原创,普通,,无,0,0,0,416,0,无,0,
35,求求了，六一到底能不能解封啊[跪了][跪了][跪了]#上海疫情# ​​,悲伤,悲伤,http://weibo.com/6010861934/LuHcqBqfS,新浪微博,2022/5/25 23:40,微博-微博个人号,小梅子要戒零食,敏感,求求了，六一到底能不能解封啊[跪了][跪了][跪了]#上海疫情# ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,2,0,210,0,无,0,
2082,#上海对因疫情致基本生活困难群众加强救助#不要脸你当属第一名[赞][赞][赞] ​​,厌恶,厌恶,http://weibo.com/3669809890/LoBrYfJy4,新浪微博,2022/4/15 22:00,微博-微博个人号,今生围着晨打转,非敏感,#上海对因疫情致基本生活困难群众加强救助#不要脸你当属第一名[赞][赞][赞] ​​,江西,上海市,未定义,其他,1,原创,普通,,无,0,0,0,169,0,无,0,
4437,#上海一群租房100平住30人一半感染新冠#不是上海租房价高，谁愿意过群租房的日子 ​​,厌恶,厌恶,http://weibo.com/5441761000/LwSi3wHVt,新浪微博,2022/6/9 7:35,微博-微博橙V号,Sweety甜心201412,非敏感,#上海一群租房100平住30人一半感染新冠#不是上海租房价高，谁愿意过群租房的日子 ​​,北京,上海市,中小,其他,1,原创,橙V,,无,0,0,0,98737,0,无,0,
3224,#上海市疫情近几日呈下降趋势#因为没做核酸啦[挤眼] ​​,厌恶,厌恶,http://weibo.com/5641271048/LpjnSgOeb,新浪微博,2022/4/20 13:51,微博-微博个人号,嘤嘤好kiyo,非敏感,#上海市疫情近几日呈下降趋势#因为没做核酸啦[挤眼] ​​,江苏,上海市,未定义,其他,3,原创,橙V,,无,0,0,0,154,0,无,0,
3710,今年上海疫情出现的那些发国难财的人，一个夏天的雷怕是都劈不完[拜拜] ​​,厌恶,厌恶,http://weibo.com/1999043600/Lpj6uhi0U,新浪微博,2022/4/20 13:08,微博-微博个人号,Astuko_71017,敏感,今年上海疫情出现的那些发国难财的人，一个夏天的雷怕是都劈不完[拜拜] ​​,上海,上海市,未定义,政务,1,原创,达人,,无,0,0,0,529,0,无,0,
4654,#上海静安一建筑工地起火##上海火灾# 火灾，地震，疫情……考验着我们的神经和承受能力…… ​​,悲伤,悲伤,http://weibo.com/2915778011/LjGNhe8rH,新浪微博,2022/3/14 14:25,微博-微博橙V号,翰墨之丹青,敏感,#上海静安一建筑工地起火##上海火灾# 火灾，地震，疫情……考验着我们的神经和承受能力…… ​​,山东,"上海市,静安区",中小,政务,1,原创,橙V,,无,0,0,0,4018,0,无,0,
205,#上海新增本土确诊5例无症状21例#疫情啥时候结束[傻眼] ​​,惊讶,惊讶,http://weibo.com/1811489312/Lj8Fl4hr0,新浪微博,2022/3/10 23:32,微博-微博个人号,苹果树下的小狐狸,敏感,#上海新增本土确诊5例无症状21例#疫情啥时候结束[傻眼] ​​,上海,上海市,未定义,医疗,2,原创,普通,,无,0,0,0,19,0,无,0,
4336,华师大让阳性，密接和其他原因的发烧患者一起做核酸？？？#上海疫情# ​​,惊讶,惊讶,http://weibo.com/3799481245/LpiyG6kNo,新浪微博,2022/4/20 11:45,微博-微博个人号,吃货A在天津,敏感,华师大让阳性，密接和其他原因的发烧患者一起做核酸？？？#上海疫情# ​​,天津,上海市,未定义,其他,1,原创,普通,,无,0,0,0,50,0,无,0,
943,上海的疫情严重怀疑是否有美国人在背后搞鬼？ 上海 ​​,厌恶,厌恶,http://weibo.com/2490943652/LpmjcAkaz,新浪微博,2022/4/20 21:18,微博-微博个人号,难得有空2019,敏感,上海的疫情严重怀疑是否有美国人在背后搞鬼？ 上海 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,383,0,无,0,
4644,#上海一群租房100平住30人一半感染新冠#心痛痛 ​​,悲伤,悲伤,http://weibo.com/6365368742/LwQTF8HLO,新浪微博,2022/6/9 4:02,微博-微博个人号,啊喂想变有钱,非敏感,#上海一群租房100平住30人一半感染新冠#心痛痛 ​​,广东,上海市,未定义,其他,1,原创,普通,,无,0,0,0,400,0,无,0,
3276,上海疫情快结束吧[污][污][污] ​​,期待,期待,http://weibo.com/6704138505/LmiZLBvLU,新浪微博,2022/3/31 19:21,微博-微博个人号,等等米菲,敏感,上海疫情快结束吧[污][污][污] ​​,上海,上海市,未定义,其他,5,原创,普通,,无,0,0,0,7,0,无,0,
4409,每次刚从上海回来，上海就疫情[笑cry] ​​,喜悦,喜悦,http://weibo.com/1722556454/LhLA7cuFa,新浪微博,2022/3/1 22:56,微博-微博个人号,睡懒觉_的猕猴桃,敏感,每次刚从上海回来，上海就疫情[笑cry] ​​,江苏,上海市,未定义,其他,1,原创,普通,,无,0,0,0,581,0,无,0,
3893,#大理[超话]# 求问17号杭州上海去大理，要隔离吗，大理疫情防控什么政策呀[跪了] ​​,悲伤,悲伤,http://weibo.com/5261831300/LjHRN45PJ,新浪微博,2022/3/14 17:09,微博-微博个人号,川川川止,非敏感,#大理[超话]# 求问17号杭州上海去大理，要隔离吗，大理疫情防控什么政策呀[跪了] ​​,浙江,"云南省,大理白族自治州,上海市",未定义,"政务,公安",1,原创,普通,,无,0,0,0,69,0,无,0,
4939,#疫情后上海离婚预约爆满##邯郸开学# 各位关注一下 一直在压热搜 ​​,厌恶,厌恶,http://weibo.com/7561064907/LwPuM1Ptj,新浪微博,2022/6/9 0:28,微博-微博个人号,洛逸末年,非敏感,#疫情后上海离婚预约爆满##邯郸开学# 各位关注一下 一直在压热搜 ​​,河北,"上海市,河北省,邯郸市",未定义,其他,1,原创,普通,,无,0,0,0,0,0,无,0,
4905,#6月1日零时起上海有序恢复住宅小区出入#恭喜恭喜，希望疫情能快点结束 ​​,喜悦,喜悦,http://weibo.com/7690549111/LvqzOaxd7,新浪微博,2022/5/30 19:12,微博-微博个人号,#NAME?,非敏感,#6月1日零时起上海有序恢复住宅小区出入#恭喜恭喜，希望疫情能快点结束 ​​,浙江,上海市,未定义,其他,1,原创,普通,,无,0,0,0,664,0,无,0,
4976,#上海疫情防控效果日益显现#把人送回原户籍地[doge] ​​,厌恶,厌恶,http://weibo.com/2529928614/Lrtn1uQ1F,新浪微博,2022/5/4 18:57,微博-微博个人号,等等不见了吧,非敏感,#上海疫情防控效果日益显现#把人送回原户籍地[doge] ​​,北京,上海市,未定义,其他,1,原创,普通,,无,0,0,0,337,0,无,0,
4092,全文来了！习近平同美国总统拜登视频通话,喜悦,喜悦,https://weibo.com/ttarticle/p/show?id=2309404748741344363235,微博头条,2022/3/19 14:33,微博-微博个人号,消费大嘴巴,非敏感, 国家主席习近平18日晚应约同美国总统拜登视频通话。两国元首就中美关系和乌克兰局势等共同关心的问题坦诚深入交换了意见。 拜登表示，50年前，美中两国作出重要抉择，发表了“上海公报”。50年后的今天，美中关系再次处于关键时刻，美中关系如何发展将塑造21世纪的世界格局。 我愿重,北京,"上海市,台湾省",未定义,政务,7,原创,无,,无,0,0,0,0,0,无,0,
691,莫斯科号沉没 上海疫情失控 舆论失控  美议员窜访台湾 内宣全网群嘲 这一切都好巧 ​​,惊讶,惊讶,http://weibo.com/2624553507/LoBW43mlg,新浪微博,2022/4/15 23:15,微博-微博个人号,#NAME?,敏感,莫斯科号沉没 上海疫情失控 舆论失控 美议员窜访台湾 内宣全网群嘲 这一切都好巧 ​​,河南,"上海市,台湾省",未定义,政务,1,原创,普通,,无,0,0,0,30,0,无,0,
1496,#上海大学生回家#可是在上海的阴影下因为上海哪怕当地没有疫情也在封的大学生呢 ​​,厌恶,厌恶,http://weibo.com/5662396409/LqPPmhXii,新浪微博,2022/4/30 14:17,微博-微博个人号,喻圆不爱思考,非敏感,#上海大学生回家#可是在上海的阴影下因为上海哪怕当地没有疫情也在封的大学生呢 ​​,浙江,上海市,未定义,其他,1,原创,普通,,无,0,0,0,99,0,无,0,
3914,#上海回应疫情是否会大规模反弹#继续囤吃的，谁知道会怎么折腾呢[怒] ​​,愤怒,愤怒,http://weibo.com/3318358193/Lw8kjBUiF,新浪微博,2022/6/4 10:34,微博-微博个人号,Baymax20300828,敏感,#上海回应疫情是否会大规模反弹#继续囤吃的，谁知道会怎么折腾呢[怒] ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,130,0,无,0,
3406,上海疫情来的真是时候讨厌 ​​​,厌恶,厌恶,http://weibo.com/7655434968/LjJ1JsQJQ,新浪微博,2022/3/14 20:06,微博-微博个人号,BECKYIYII,敏感,上海疫情来的真是时候讨厌 ​​​,黑龙江,上海市,未定义,政务,2,原创,普通,,无,0,0,0,0,0,无,0,
3711,#上海疫情#就说，上海人觉得病毒没关系的话，没问题啊，关门自己解决，不要影响别的地方 ​​,厌恶,厌恶,http://weibo.com/2199236860/Lpj6mAaS3,新浪微博,2022/4/20 13:08,微博-微博个人号,溜溜六六六啊六,敏感,#上海疫情#就说，上海人觉得病毒没关系的话，没问题啊，关门自己解决，不要影响别的地方 ​​,青海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,441,0,无,0,
3836,#上海市疫情近几日呈下降趋势#数字都不敢发了忽悠领导呢 哦不对领导让忽悠人的[求饶][求饶] ​​,厌恶,厌恶,http://weibo.com/5056611802/Lpj1X01EY,新浪微博,2022/4/20 12:57,微博-微博个人号,倒数的寒冷,敏感,#上海市疫情近几日呈下降趋势#数字都不敢发了忽悠领导呢 哦不对领导让忽悠人的[求饶][求饶] ​​,江苏,上海市,未定义,其他,1,原创,普通,,无,0,0,0,260,0,无,0,
4595,#上海3人防疫中不担当不作为被免职#罢的好 疫情期间人人都要担负起自己的责任 ​​,信任,信任,http://weibo.com/7293909568/LpilevbpV,新浪微博,2022/4/20 11:12,微博-微博橙V号,做作鱼池,敏感,#上海3人防疫中不担当不作为被免职#罢的好 疫情期间人人都要担负起自己的责任 ​​,四川,上海市,中小,"政务,公安",1,原创,橙V,,无,0,0,0,2289,0,无,0,
3342,#上海市疫情近几日呈下降趋势#有句话:国足反着买，别墅靠大海，上海离国足也不远了 ​​,厌恶,厌恶,http://weibo.com/6979223994/LpjiSA7AR,新浪微博,2022/4/20 13:39,微博-微博个人号,松鼠桂鱼佛跳墙,非敏感,#上海市疫情近几日呈下降趋势#有句话:国足反着买，别墅靠大海，上海离国足也不远了 ​​,四川,上海市,未定义,其他,1,原创,普通,,无,0,0,0,2,0,无,0,
846,上海这波疫情，我每天擦生而过[允悲] ​​,悲伤,悲伤,http://weibo.com/6528465070/LihxPllKe,新浪微博,2022/3/5 8:18,微博-微博橙V号,mars-糖,敏感,上海这波疫情，我每天擦生而过[允悲] ​​,上海,上海市,中小,其他,1,原创,橙V,,无,0,0,0,79,0,无,0,
4187,#上海回应疫情是否会大规模反弹# ​​,中性,中性,http://weibo.com/2213911845/Lw7I95HIO,新浪微博,2022/6/4 9:00,微博-微博个人号,我是一只小怪兽77,非敏感,#上海回应疫情是否会大规模反弹# ​​,陕西,上海市,未定义,政务,1,原创,普通,,无,0,0,0,131,0,无,0,
1521,#上海市新冠肺炎疫情防控新闻发布会#黄浦区外滩南京东路千万稳住啊[泪][泪][泪] ​​,悲伤,悲伤,http://weibo.com/7354085296/LiaT04AVM,新浪微博,2022/3/4 15:21,微博-微博个人号,我空腹是不能吃饭的,非敏感,#上海市新冠肺炎疫情防控新闻发布会#黄浦区外滩南京东路千万稳住啊[泪][泪][泪] ​​,江苏,"上海市,黄浦区",未定义,其他,1,原创,普通,,无,0,0,0,7,0,无,0,
4660,#上海疫情# 看来杨浦区举报失败了 [并不简单] ​​,悲伤,悲伤,http://weibo.com/1786736552/LsVpEAKTN,新浪微博,2022/5/14 8:11,微博-微博个人号,七月陈靖哲,敏感,#上海疫情# 看来杨浦区举报失败了 [并不简单] ​​,上海,"上海市,杨浦区",未定义,政务,1,原创,普通,,无,0,0,0,3487,0,无,0,
813,#上海市新冠肺炎疫情防控新闻发布会#今天还有发布会吗？？？ 上海·黄浦丽园 ​​,惊讶,惊讶,http://weibo.com/1808513321/LihLzdpBC,新浪微博,2022/3/5 8:52,微博-微博个人号,青泥洼,非敏感,#上海市新冠肺炎疫情防控新闻发布会#今天还有发布会吗？？？ 上海·黄浦丽园 ​​,上海,"上海市,黄浦区",未定义,其他,1,原创,达人,,无,0,0,0,2774,0,无,0,
4353,我鞋在上海卡了两天了�这疫情啥时候是个头啊 ​​,悲伤,悲伤,http://weibo.com/6085446579/LjHdfmexx,新浪微博,2022/3/14 15:29,微博-微博橙V号,Jay-Don,敏感,我鞋在上海卡了两天了�这疫情啥时候是个头啊 ​​,黑龙江,上海市,中小,政务,1,原创,橙V,,无,0,0,0,2558,0,无,0,
3109,#对上海疫情大失控必须追责#主要负责人要深刻反思 ​​,信任,信任,http://weibo.com/3513612971/LqKmKtxSS,新浪微博,2022/4/30 0:23,微博-微博个人号,火花塞啊,敏感,#对上海疫情大失控必须追责#主要负责人要深刻反思 ​​,山东,上海市,未定义,"政务,公安",1,原创,普通,,无,0,0,0,1445,0,无,0,
,外交部发言人支持上海抗疫  http://t.cn/A6ahAksA ​​,中性,中性,http://weibo.com/5461758118/LxZ7hmw1V,新浪微博,2022/6/16 14:48,微博-微博个人号,为什么不一直是夏天,非敏感,外交部发言人支持上海抗疫 http://t.cn/A6ahAksA ​​ 为什么不一直是夏天的微博视频,贵州,上海市,未定义,"政务,公安",1,原创,普通,,无,0,0,0,39,0,无,0,
,6月15日，甘肃无新增,喜悦,喜悦,https://weibo.com/ttarticle/p/show?id=2309404781011698582066,微博头条,2022/6/16 15:44,微博-微博个人号,华池融媒,敏感, 国家卫健委：15日新增本土确诊病例42例 6月15日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例64例。其中境外输入病例22例（福建7例，广东6例，上海4例，浙江2例，北京1例，重庆1例，四川1例），含3例由无症状感染者转为确诊病例（浙江2例，,北京,"甘肃省,兰州市,北京市",未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
3245,疫情之初记得有上海的工作组调查华庭宾馆事件，然后就不了了之了[doge][赞],厌恶,厌恶,http://weibo.com/6881954038/Lt0gecAy2,新浪微博,2022/5/14 20:31,微博-微博橙V号,也许我是米地,敏感,疫情之初记得有上海的工作组调查华庭宾馆事件，然后就不了了之了[doge][赞],上海,上海市,中小,其他,1,原创,橙V,,无,0,0,0,143393,0,无,0,
3450,上海这b疫情，我月底的《四世同堂》不会又一次延期吧..... ​​,惊讶,惊讶,http://weibo.com/2699835280/Lj5FrlTca,新浪微博,2022/3/10 15:54,微博-微博个人号,風間一尾,敏感,上海这b疫情，我月底的《四世同堂》不会又一次延期吧..... ​​,上海,上海市,未定义,其他,1,原创,达人,,无,0,0,0,1020,0,无,0,
639,#上海六院疫情#还好意思骂西安，自己就这水平？ ​​,厌恶,厌恶,http://weibo.com/5655813869/LjS12wSIz,新浪微博,2022/3/15 18:59,微博-微博个人号,晚是世界的晚_安是爱自己的安,敏感,#上海六院疫情#还好意思骂西安，自己就这水平？ ​​,四川,"上海市,徐汇区,陕西省",未定义,其他,1,原创,普通,,无,0,0,0,149,0,无,0,
4207,#上海疫情# 上海真要拉着江苏人民进入万劫不复的地步吗？？？ ​​​,厌恶,厌恶,http://weibo.com/1716147070/LoAf46rrj,新浪微博,2022/4/15 18:56,微博-微博个人号,西子湖畔一胖子,敏感,#上海疫情# 上海真要拉着江苏人民进入万劫不复的地步吗？？？ ​​​,江苏,"上海市,江苏省",未定义,其他,2,原创,普通,,无,0,0,0,1079,0,无,0,
911,为何每次打算去上海都会来波疫情呀[汗] ​​,悲伤,悲伤,http://weibo.com/3763957835/Lj7WMfnSf,新浪微博,2022/3/10 21:42,微博-微博个人号,小Q坐禅中,敏感,为何每次打算去上海都会来波疫情呀[汗] ​​,江苏,上海市,未定义,政务,1,原创,普通,,无,0,0,0,1446,0,无,0,
3783,#上海对因疫情致基本生活困难群众加强救助#狗还是真的狗� ​​,厌恶,厌恶,http://weibo.com/5271038535/LoAt2te8n,新浪微博,2022/4/15 19:30,微博-微博个人号,苏叶lovely,敏感,#上海对因疫情致基本生活困难群众加强救助#狗还是真的狗� ​​,北京,上海市,未定义,其他,1,原创,普通,,无,0,0,0,314,0,无,0,
1146,上海你到底什么时候能搞好疫情啊[抓狂][抓狂][抓狂] ​​,愤怒,愤怒,http://weibo.com/2205799293/Lpm0TfcjL,新浪微博,2022/4/20 20:33,微博-微博个人号,琉璃璃璃_,敏感,上海你到底什么时候能搞好疫情啊[抓狂][抓狂][抓狂] ​​,福建,上海市,未定义,政务,1,原创,橙V,,无,0,0,0,1751,0,无,0,
4943,#上海一群租房100平住30人一半感染新冠#哎，你以为他们愿意啊。房价，物价。 ​​,悲伤,悲伤,http://weibo.com/7326244652/LwPumyCNy,新浪微博,2022/6/9 0:27,微博-微博个人号,我们的世界那么大0619,非敏感,#上海一群租房100平住30人一半感染新冠#哎，你以为他们愿意啊。房价，物价。 ​​,北京,上海市,未定义,其他,1,原创,普通,,无,0,0,0,20,0,无,0,
768,上海疫情，失业率在往上飙升，今年日子更难了 ​​,悲伤,悲伤,http://weibo.com/5613385065/LlpvdoFd3,新浪微博,2022/3/25 22:05,微博-微博个人号,creekly,敏感,上海疫情，失业率在往上飙升，今年日子更难了 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,3,0,无,0,
4789,网络消息铺天盖地而来，“上海究竟怎么了？”#上海疫情# 伊犁哈萨克自治州 ​​,厌恶,厌恶,http://weibo.com/3147040443/LpidLu7Ao,新浪微博,2022/4/20 10:54,微博-微博橙V号,龘靐齉爩1314,敏感,网络消息铺天盖地而来，“上海究竟怎么了？”#上海疫情# 伊犁哈萨克自治州 ​​,新疆,上海市,中小,其他,1,原创,橙V,,无,0,0,0,2816,0,无,0,
4404,上海疫情究竟什么时候能结束啊[伤心][伤心][伤心]从3月到现在 ​​,悲伤,悲伤,http://weibo.com/5045812510/Lxm2GaU9O,新浪微博,2022/6/12 11:20,微博-微博个人号,Jocelyn__1,敏感,上海疫情究竟什么时候能结束啊[伤心][伤心][伤心]从3月到现在 ​​,广东,上海市,未定义,其他,1,原创,达人,,无,0,0,0,606,0,无,0,
